day,segment,source_kind,last_300_s_samples,co_reference_ppm,co_min_ppm,co_max_ppm,humidity_pct,temperature_c,heater_high_fraction,heater_high_n,heater_low_n,r1_high_mohm,r1_low_mohm,r8_high_mohm,r8_low_mohm
20161006_182224,53,UCI487_laboratory,971,17.78,17.78,17.78,67.98,25.66,0.21627188465499486,210,761,0.089,3.9577,0.0992,21.7897
20161006_182224,54,UCI487_laboratory,976,17.78,17.78,17.78,59.68,25.62,0.21721311475409835,212,764,0.08915000000000001,2.51825,0.0991,21.4239
20161006_182224,55,UCI487_laboratory,975,0.0,0.0,0.0,71.33,25.66,0.21333333333333335,208,767,0.08795,2.8633,0.1135,56.4158
20161006_182224,56,UCI487_laboratory,973,13.33,13.33,13.33,74.18,25.7,0.21685508735868447,211,762,0.0882,1.6550500000000001,0.0998,25.9809
20161006_182224,57,UCI487_laboratory,978,6.67,6.67,6.67,59.19,25.66,0.21779141104294478,213,765,0.0879,1.7138,0.1033,39.0413
20161006_182224,58,UCI487_laboratory,972,20.0,20.0,20.0,52.69,25.70645,0.21502057613168724,209,763,0.0883,1.236,0.0978,18.6446
20161006_182224,59,UCI487_laboratory,972,0.0,0.0,0.0,61.69,25.82,0.2191358024691358,213,759,0.0876,1.9058,0.112,55.6363
20161006_182224,60,UCI487_laboratory,971,8.89,8.89,8.89,31.77,25.62,0.21936148300720906,213,758,0.0886,1.9141,0.1018,36.5236
20161006_182224,61,UCI487_laboratory,983,4.44,4.44,4.44,34.45,25.54,0.21668362156663276,213,770,0.0886,3.51355,0.1051,44.7437
20161006_182224,62,UCI487_laboratory,971,13.33,13.33,13.33,59.68,25.62,0.21730175077239958,211,760,0.0887,3.5715000000000003,0.1,29.4232
20161006_182224,63,UCI487_laboratory,983,2.22,2.22,2.22,26.88,25.62,0.21668362156663276,213,770,0.0889,5.86775,0.1082,52.3446
20161006_182224,64,UCI487_laboratory,976,20.0,20.0,20.0,45.52,25.7,0.21618852459016394,211,765,0.0893,5.7129,0.098,18.7371
20161006_182224,65,UCI487_laboratory,977,6.67,6.67,6.67,59.22,25.82,0.21596724667349027,211,766,0.0888,6.2932500000000005,0.1035,41.2509
20161006_182224,66,UCI487_laboratory,974,15.56,15.56,15.56,61.21,25.94,0.21560574948665298,210,764,0.0889,3.269,0.0993,25.6375
20161006_182224,67,UCI487_laboratory,976,4.44,4.44,4.44,27.45,25.8999,0.21618852459016394,211,765,0.0889,5.0214,0.1055,47.9632
20161006_182224,68,UCI487_laboratory,982,0.0,0.0,0.0,51.72,26.06,0.21486761710794297,211,771,0.0887,7.7393,0.113,58.0412
20161006_182224,69,UCI487_laboratory,980,8.89,8.89,8.89,45.58,26.3,0.2173469387755102,213,767,0.0891,5.5429,0.1018,35.052
20161006_182224,70,UCI487_laboratory,970,6.67,6.67,6.67,61.31,26.54,0.2154639175257732,209,761,0.0884,4.4693,0.1035,40.6381
20161006_182224,71,UCI487_laboratory,973,6.67,6.67,6.67,48.73,26.66,0.21891058581706063,213,760,0.0887,3.48455,0.1031,39.71585
20161006_182224,72,UCI487_laboratory,975,4.44,4.44,4.44,32.93,26.62,0.2153846153846154,210,765,0.08825,4.9932,0.1052,46.8407
20161006_182224,73,UCI487_laboratory,976,8.89,8.89,8.89,51.301649999999995,26.7799,0.21618852459016394,211,765,0.0891,5.6733,0.1018,35.685
20161006_182224,74,UCI487_laboratory,975,0.0,0.0,0.0,68.2,26.9,0.2153846153846154,210,765,0.0879,3.9985,0.1119,53.3555
20161006_182224,75,UCI487_laboratory,971,4.44,4.44,4.44,38.83,26.86,0.21524201853759012,209,762,0.0883,3.1690500000000004,0.1048,45.62665
20161006_182224,76,UCI487_laboratory,977,8.89,8.89,8.89,50.3,26.9,0.218014329580348,213,764,0.0883,3.4688,0.1016,34.4405
20161006_182224,77,UCI487_laboratory,981,11.11,11.11,11.11,32.96,26.82,0.21508664627930682,211,770,0.0888,4.28515,0.1006,30.4421
20161006_182224,78,UCI487_laboratory,971,6.67,6.67,6.67,36.17,26.78,0.21524201853759012,209,762,0.0892,8.987,0.1031,41.9221
20161006_182224,79,UCI487_laboratory,977,4.44,4.44,4.44,30.78,26.7,0.21903787103377687,214,763,0.0895,16.1115,0.1055,48.5445
20161006_182224,80,UCI487_laboratory,972,11.11,11.11,11.11,64.79,26.78,0.21707818930041153,211,761,0.0892,7.956,0.1006,30.8118
20161006_182224,81,UCI487_laboratory,977,6.67,6.67,6.67,49.76,26.7,0.21903787103377687,214,763,0.0886,4.7321,0.1035,41.0575
20161006_182224,82,UCI487_laboratory,975,8.89,8.89,8.89,30.23,26.62,0.21846153846153846,213,762,0.0892,6.416499999999999,0.1023,37.5627
20161006_182224,83,UCI487_laboratory,978,13.33,13.33,13.33,27.51,26.66,0.2198364008179959,215,763,0.0899,13.621,0.1003,28.5631
20161006_182224,84,UCI487_laboratory,974,13.33,13.33,13.33,38.29,26.74,0.21971252566735114,214,760,0.09,17.6434,0.1003,28.4496
20161006_182224,85,UCI487_laboratory,977,15.56,15.56,15.56,37.23,26.78,0.2210849539406346,216,761,0.09029999999999999,15.8568,0.0997,24.5017
20161006_182224,86,UCI487_laboratory,982,8.89,8.89,8.89,30.79,26.86,0.21690427698574338,213,769,0.09,22.6283,0.1028,39.0413
20161006_182224,87,UCI487_laboratory,975,6.67,6.67,6.67,44.63,26.98,0.21846153846153846,213,762,0.0892,19.902,0.1045,45.7687
20161006_182224,88,UCI487_laboratory,983,2.22,2.22,2.22,26.44,27.02,0.21770091556459817,214,769,0.08954999999999999,24.4251,0.1107,60.6597
20161006_182224,89,UCI487_laboratory,976,0.0,0.0,0.0,63.87,27.18,0.21721311475409835,212,764,0.0884,13.2567,0.1156,63.7501
20161006_182224,90,UCI487_laboratory,971,4.44,4.44,4.44,43.08,27.1,0.21833161688980432,212,759,0.08865,6.4714,0.1067,51.6712
20161006_182224,91,UCI487_laboratory,971,0.0,0.0,0.0,55.41,27.1,0.21730175077239958,211,760,0.0882,5.8293,0.1152,64.5356
20161006_182224,92,UCI487_laboratory,971,20.0,20.0,20.0,33.5103,27.02,0.21730175077239958,211,760,0.0889,3.5994,0.0986,18.0409
20161006_182224,93,UCI487_laboratory,972,20.0,20.0,20.0,19.8,26.98,0.2191358024691358,213,759,0.0899,10.5612,0.0989,18.1953
20161006_182224,94,UCI487_laboratory,971,20.0,20.0,20.0,22.02,26.98,0.21627188465499486,210,761,0.0913,29.7827,0.0992,18.2835
20161006_182224,95,UCI487_laboratory,984,17.78,17.78,17.78,22.02,26.94,0.21747967479674796,214,770,0.09204999999999999,48.1649,0.1005,21.1864
20161006_182224,96,UCI487_laboratory,971,17.78,17.78,17.78,47.22,26.94,0.21936148300720906,213,758,0.0909,29.56585,0.101,22.9753
20161006_182224,97,UCI487_laboratory,971,13.33,13.33,13.33,64.81,26.9,0.21524201853759012,209,762,0.0891,7.8416,0.1015,29.2035
20161006_182224,98,UCI487_laboratory,975,17.78,17.78,17.78,57.38,26.82,0.21846153846153846,213,762,0.0889,3.2215,0.0998,23.07565
20161006_182224,99,UCI487_laboratory,977,2.22,2.22,2.22,61.35,26.78,0.218014329580348,213,764,0.0884,3.28835,0.1098,53.7445
20161007_210049,0,UCI487_laboratory,979,20.0,15.56,20.0,39.33,26.54,0.21450459652706844,210,769,0.08875,1.9216,0.0979,17.2326
20161007_210049,1,UCI487_laboratory,971,15.56,15.56,20.0,37.21,26.54,0.21421215242018538,208,763,0.089,3.372,0.0991,23.8281
20161007_210049,2,UCI487_laboratory,974,20.0,4.44,20.0,57.34,26.58,0.2166324435318275,211,763,0.0895,2.8099,0.0984,19.9659
20161007_210049,3,UCI487_laboratory,982,4.44,4.44,15.56,31.3,26.46,0.2158859470468432,212,770,0.0886,4.8881,0.1056,46.5435
20161007_210049,4,UCI487_laboratory,981,15.56,6.67,15.56,50.76,26.5,0.21508664627930682,211,770,0.0892,4.23865,0.0996,24.939799999999998
20161007_210049,5,UCI487_laboratory,977,6.67,2.22,6.67,29.67,26.42,0.21699078812691913,212,765,0.0889,7.0272,0.104,43.2879
20161007_210049,6,UCI487_laboratory,983,2.22,2.22,11.11,48.71,26.5,0.21566632756866735,212,771,0.0891,9.0261,0.1091,53.3555
20161007_210049,7,UCI487_laboratory,979,11.11,2.22,11.11,59.82,26.54,0.21756894790602654,213,766,0.0893,4.044549999999999,0.1017,33.2778
20161007_210049,8,UCI487_laboratory,973,2.22,2.22,13.33,62.29,26.5,0.21891058581706063,213,760,0.088,2.9185999999999996,0.109,51.6712
20161007_210049,9,UCI487_laboratory,977,13.33,4.44,13.33,51.77,26.46,0.21903787103377687,214,763,0.08865,1.8235,0.1002,27.0667
20161007_210049,10,UCI487_laboratory,970,4.44,4.44,6.67,25.3,26.34,0.2154639175257732,209,761,0.0883,3.3138,0.106,49.1397
20161007_210049,11,UCI487_laboratory,972,6.67,0.0,6.67,52.27,26.38,0.21604938271604937,210,762,0.089,4.7195,0.10389999999999999,41.9221
20161007_210049,12,UCI487_laboratory,978,0.0,0.0,15.56,50.74,26.38,0.21881390593047034,214,764,0.0883,4.4657,0.1139,58.8889
20161007_210049,13,UCI487_laboratory,972,15.56,8.89,15.56,46.63,26.38,0.21707818930041153,211,761,0.0889,2.6712,0.0993,24.0441
20161007_210049,14,UCI487_laboratory,978,8.89,8.89,15.56,37.19,26.34,0.2167689161554192,212,766,0.0888,4.1505,0.10214999999999999,36.1896
20161007_210049,15,UCI487_laboratory,975,15.56,13.33,15.56,48.18,26.34,0.21743589743589745,212,763,0.08915000000000001,3.8673,0.0995,24.5867
20161007_210049,16,UCI487_laboratory,974,13.33,13.33,15.56,32.36,26.26,0.21868583162217659,213,761,0.0895,5.524,0.1003,28.5631
20161007_210049,17,UCI487_laboratory,970,15.56,8.89,15.56,57.8046,26.34,0.21649484536082475,210,760,0.08954999999999999,4.7523,0.0998,26.837600000000002
20161007_210049,18,UCI487_laboratory,971,8.89,8.89,11.11,31.82,26.2572,0.21936148300720906,213,758,0.0892,5.53345,0.1026,39.0413
20161007_210049,19,UCI487_laboratory,984,11.11,0.0,11.11,47.66,26.3,0.21646341463414634,213,771,0.0895,6.3082,0.1013,32.1892
20161007_210049,20,UCI487_laboratory,978,0.0,0.0,15.56,51.75,26.26,0.21574642126789367,211,767,0.0888,6.1132,0.1142,61.585
20161007_210049,21,UCI487_laboratory,979,15.56,15.56,17.78,41.4,26.22,0.21859039836567926,214,765,0.08915000000000001,3.7324,0.09964999999999999,24.0441
20161007_210049,22,UCI487_laboratory,973,17.78,11.11,17.78,47.65,26.22,0.2147995889003083,209,764,0.0888,3.6304,0.099,21.5445
20161007_210049,23,UCI487_laboratory,970,11.11,0.0,11.11,67.13,26.3,0.21649484536082475,210,760,0.0887,2.8398000000000003,0.1007,30.9222
20161007_210049,24,UCI487_laboratory,972,0.0,0.0,11.11,54.77,26.18,0.21502057613168724,209,763,0.0882,2.5644,0.1135,60.1664
20161007_210049,25,UCI487_laboratory,973,11.11,11.11,13.33,58.77,26.14,0.21788283658787255,212,761,0.08875,1.7708,0.1012,32.0699
20161007_210049,26,UCI487_laboratory,972,13.33,13.33,15.56,27.46,26.06,0.21604938271604937,210,762,0.08885000000000001,2.0950499999999996,0.1002,28.197400000000002
20161007_210049,27,UCI487_laboratory,970,15.56,15.56,17.78,43.48,26.1,0.2175257731958763,211,759,0.0892,3.2728,0.0992,24.4313
20161007_210049,28,UCI487_laboratory,981,17.78,2.22,17.78,66.63,26.14,0.2161060142711519,212,769,0.08915000000000001,2.381,0.0984,19.8145
20161007_210049,29,UCI487_laboratory,977,2.22,2.22,2.22,38.8183,26.06,0.21699078812691913,212,765,0.0885,3.1327,0.1083,53.0355
20161007_210049,30,UCI487_laboratory,979,2.22,2.22,8.89,49.68,26.06,0.21654749744637386,212,767,0.08835000000000001,3.8207,0.1086,51.6712
20161007_210049,31,UCI487_laboratory,971,8.89,8.89,8.89,35.03,26.02,0.21627188465499486,210,761,0.089,4.0913,0.1023,37.5627
20161007_210049,32,UCI487_laboratory,971,8.89,4.365,8.89,66.61,26.1,0.21833161688980432,212,759,0.08875,3.6262,0.1018,34.6052
20161007_210049,33,UCI487_laboratory,971,0.0,0.0,11.0592,28.01,26.02,0.21524201853759012,209,762,0.0887,4.3403,0.1142,65.5821
20161007_210049,34,UCI487_laboratory,976,17.78,9.9494,17.78,30.18,26.02,0.2182377049180328,213,763,0.0899,6.3796,0.099,21.3695
20161007_210049,35,UCI487_laboratory,981,4.44,4.44,7.9751,44.52,26.06,0.21712538226299694,213,768,0.0891,12.512,0.1058,47.9632
20161007_210049,36,UCI487_laboratory,981,11.11,11.11,11.11,50.71,26.1,0.21712538226299694,213,768,0.0892,6.853400000000001,0.1015,33.1505
20161007_210049,37,UCI487_laboratory,977,11.11,11.11,14.9319,23.07,26.06,0.21699078812691913,212,765,0.08954999999999999,9.3574,0.10175000000000001,34.0087
20161007_210049,38,UCI487_laboratory,972,17.78,8.1218,17.78,63.7,26.14,0.21502057613168724,209,763,0.0896,5.9332,0.0989,21.1332
20161007_210049,39,UCI487_laboratory,974,4.44,4.44,10.2807,55.27,26.14,0.21560574948665298,210,764,0.0886,4.194850000000001,0.1062,48.5445
20161007_210049,40,UCI487_laboratory,973,13.33,13.33,16.0534,59.76,26.14,0.21788283658787255,212,761,0.08915000000000001,2.414,0.1007,29.5241
20161007_210049,41,UCI487_laboratory,978,17.78,14.2516,17.78,27.46,26.06,0.2147239263803681,210,768,0.08885000000000001,2.4544,0.0992,21.4895
20161007_210049,42,UCI487_laboratory,976,11.11,6.0427,11.11,20.85,26.06,0.21618852459016394,211,765,0.09,9.6747,0.1016,34.3044
20161007_210049,43,UCI487_laboratory,983,2.22,2.22,9.9526,16.94,26.06,0.21668362156663276,213,770,0.0918,41.6775,0.1103,60.1664
20161007_210049,44,UCI487_laboratory,975,13.33,4.8864,13.33,31.27,26.1,0.2153846153846154,210,765,0.0921,44.2356,0.1015,30.4421
20161007_210049,45,UCI487_laboratory,975,2.22,2.22,2.22,41.4,26.14,0.2164102564102564,211,764,0.0906,34.911100000000005,0.1115,65.0072
20161007_210049,46,UCI487_laboratory,972,15.56,15.56,15.56,18.62,26.06,0.21604938271604937,210,762,0.0911,31.60635,0.1016,26.2525
20161007_210049,47,UCI487_laboratory,974,11.11,11.11,11.11,50.2,26.14,0.21457905544147843,209,765,0.0902,26.594,0.1037,38.0876
20161007_210049,48,UCI487_laboratory,971,20.0,20.0,20.0,55.78,26.18,0.21833161688980432,212,759,0.08965000000000001,6.6152,0.1002,20.7264
20161007_210049,49,UCI487_laboratory,971,20.0,20.0,20.0,41.92,26.14,0.21730175077239958,211,760,0.0897,4.111800000000001,0.0996,18.1953
20161007_210049,50,UCI487_laboratory,973,2.22,2.22,2.22,51.73,26.14,0.2147995889003083,209,764,0.0887,6.6416,0.1107,60.6597
20161007_210049,51,UCI487_laboratory,972,20.0,20.0,20.0,44.53,26.14,0.21502057613168724,209,763,0.0891,3.2311,0.0991,18.5531
20161007_210049,52,UCI487_laboratory,978,6.67,6.67,6.67,47.12,26.14,0.21574642126789367,211,767,0.0888,5.0735,0.1048,44.7437
20161007_210049,53,UCI487_laboratory,978,17.78,17.78,17.78,67.6,26.22,0.21370143149284254,209,769,0.0891,2.2926,0.0991,20.788
20161007_210049,54,UCI487_laboratory,975,17.78,17.78,17.78,44.53,26.18,0.2153846153846154,210,765,0.0887,1.8457,0.0991,21.2507
20161007_210049,55,UCI487_laboratory,971,0.0,0.0,0.0,68.57,26.26,0.21524201853759012,209,762,0.0878,2.5263,0.1134,57.2171
20161007_210049,56,UCI487_laboratory,983,13.33,13.33,13.33,72.39,26.26,0.21566632756866735,212,771,0.0883,1.3217,0.0997,24.8162
20161007_210049,57,UCI487_laboratory,983,6.67,6.67,6.67,56.79,26.22,0.21770091556459817,214,769,0.08845,1.3883,0.1033,37.21
20161007_210049,58,UCI487_laboratory,974,20.0,20.0,20.0,51.23,26.22,0.21868583162217659,213,761,0.0887,1.0424,0.098,18.1079
20161007_210049,59,UCI487_laboratory,978,0.0,0.0,0.0,60.77,26.26,0.2167689161554192,212,766,0.0878,1.5947,0.1121,53.0355
20161007_210049,60,UCI487_laboratory,982,8.89,8.89,8.89,28.56,26.18,0.21690427698574338,213,769,0.0891,1.6002,0.102,34.0087
20161007_210049,61,UCI487_laboratory,981,4.44,4.44,4.44,32.9,26.22,0.21712538226299694,213,768,0.0886,3.38255,0.1052,44.11495
20161007_210049,62,UCI487_laboratory,971,13.33,13.33,13.33,59.29,26.3,0.21421215242018538,208,763,0.08915000000000001,3.068,0.1002,28.5631
20161007_210049,63,UCI487_laboratory,975,2.22,2.22,2.22,25.83,26.22,0.2164102564102564,211,764,0.0887,4.9473,0.1086,54.073
20161007_210049,64,UCI487_laboratory,979,20.0,20.0,20.0,45.59,26.26,0.21859039836567926,214,765,0.08954999999999999,4.6496,0.0981,18.3239
20161007_210049,65,UCI487_laboratory,974,6.67,6.67,6.67,59.79,26.34,0.21560574948665298,210,764,0.089,4.644500000000001,0.1037,40.8277
20161007_210049,66,UCI487_laboratory,979,15.56,15.56,15.56,62.27,26.38,0.21450459652706844,210,769,0.08905,2.1388,0.0995,25.1385
20161007_210049,67,UCI487_laboratory,974,4.44,4.44,4.44,27.48,26.3,0.21765913757700206,212,762,0.08865,3.194,0.10565,47.6519
20161007_210049,68,UCI487_laboratory,983,0.0,0.0,0.0,52.27,26.38,0.21871820956256358,215,768,0.0883,5.20885,0.1134,56.4158
20161007_210049,69,UCI487_laboratory,978,8.89,8.89,8.89,45.6,26.38,0.21881390593047034,214,764,0.08940000000000001,3.7028499999999998,0.1021,34.8274
20161007_210049,70,UCI487_laboratory,972,6.67,6.67,6.67,61.29,26.42,0.21604938271604937,210,762,0.08865,3.1234,0.1037,40.8277
20161007_210049,71,UCI487_laboratory,979,6.67,6.67,6.67,48.69,26.38,0.21552604698672115,211,768,0.0888,2.5757000000000003,0.1035,38.4568
20161007_210049,72,UCI487_laboratory,971,4.44,4.44,4.44,32.91,26.38,0.21627188465499486,210,761,0.0887,3.7052,0.1057,47.9632
20161007_210049,73,UCI487_laboratory,981,8.89,8.89,8.89,51.77,26.46,0.2161060142711519,212,769,0.089,4.1112,0.1022,35.2224
20161007_210049,74,UCI487_laboratory,970,0.0,0.0,0.0,68.13,26.5,0.21649484536082475,210,760,0.08865,3.1461,0.1128,54.8097
20161007_210049,75,UCI487_laboratory,970,4.44,4.44,4.44,38.79,26.42,0.21649484536082475,210,760,0.0887,2.5071,0.1055,45.7687
20161007_210049,76,UCI487_laboratory,982,8.89,8.89,8.89,50.24,26.46,0.21690427698574338,213,769,0.0888,2.6459,0.102,34.0087
20161007_210049,77,UCI487_laboratory,975,11.11,11.11,11.11,33.45,26.42,0.2164102564102564,211,764,0.0893,3.27935,0.101,31.4172
20161007_210049,78,UCI487_laboratory,978,6.67,6.67,6.67,36.13,26.42,0.2167689161554192,212,766,0.0893,7.00005,0.10355,41.0575
20161007_210049,79,UCI487_laboratory,971,4.44,4.44,4.44,30.76,26.42,0.21627188465499486,210,761,0.0897,13.2082,0.1058,50.0315
20161007_210049,80,UCI487_laboratory,971,11.11,11.11,11.11,64.74,26.54,0.21833161688980432,212,759,0.0892,6.3916,0.1008,30.9222
20161007_210049,81,UCI487_laboratory,976,6.67,6.67,6.67,49.73,26.46,0.2151639344262295,210,766,0.0888,3.709,0.1037,40.9426
20161007_210049,82,UCI487_laboratory,976,8.89,8.89,8.89,29.67,26.42,0.21721311475409835,212,764,0.08915000000000001,4.74125,0.10264999999999999,37.5627
20161007_210049,83,UCI487_laboratory,977,13.33,13.33,13.33,27.49,26.42,0.218014329580348,213,764,0.0896,10.91075,0.1006,28.7735
20161007_210049,84,UCI487_laboratory,984,13.33,13.33,13.33,39.32,26.42,0.21544715447154472,212,772,0.09015000000000001,14.39135,0.10055,28.2437
20161007_210049,85,UCI487_laboratory,979,15.56,15.56,15.56,37.2,26.42,0.21654749744637386,212,767,0.09015000000000001,12.5293,0.1,24.8162
20161007_210049,86,UCI487_laboratory,975,8.89,8.89,8.89,30.76,26.42,0.2194871794871795,214,761,0.09045,19.7109,0.1032,40.4129
20161007_210049,87,UCI487_laboratory,977,6.67,6.67,6.67,44.57,26.4599,0.218014329580348,213,764,0.0893,17.6627,0.105,46.0081
20161007_210049,88,UCI487_laboratory,974,2.22,2.22,2.22,26.94,26.38,0.21765913757700206,212,762,0.0895,21.59695,0.1112,64.5356
20161007_210049,89,UCI487_laboratory,975,0.0,0.0,0.0,63.76,26.5,0.2164102564102564,211,764,0.0887,12.1096,0.1163,65.0072
20161007_210049,90,UCI487_laboratory,975,4.44,4.44,4.44,43.53,26.46,0.21435897435897436,209,766,0.0887,5.5915,0.1071,51.311
20161007_210049,91,UCI487_laboratory,978,0.0,0.0,0.0,55.82,26.46,0.2167689161554192,212,766,0.08835000000000001,5.1393,0.1158,63.5216
20161007_210049,92,UCI487_laboratory,971,20.0,20.0,20.0,33.99,26.42,0.21730175077239958,211,760,0.0893,2.9674500000000004,0.099,18.4133
20161007_210049,93,UCI487_laboratory,978,20.0,20.0,20.0,20.87,26.38,0.2147239263803681,210,768,0.09029999999999999,8.05875,0.0991,18.3482
20161007_210049,94,UCI487_laboratory,977,20.0,20.0,20.0,21.98,26.38,0.22006141248720573,215,762,0.091,26.137050000000002,0.0996,18.6196
20161007_210049,95,UCI487_laboratory,971,17.78,17.78,17.78,21.98,26.38,0.21627188465499486,210,761,0.0929,45.1578,0.1008,22.1097
20161007_210049,96,UCI487_laboratory,981,17.78,17.78,17.78,47.68,26.46,0.21508664627930682,211,770,0.0909,26.58665,0.1011,22.9007
20161007_210049,97,UCI487_laboratory,976,13.33,13.33,13.33,64.75,26.5,0.21721311475409835,212,764,0.08915000000000001,6.82285,0.1016,29.303
20161007_210049,98,UCI487_laboratory,980,17.78,17.78,17.78,57.33,26.5,0.2163265306122449,212,768,0.08905,2.6177,0.1001,23.0379
20161007_210049,99,UCI487_laboratory,980,2.22,2.22,2.22,62.29,26.5,0.2163265306122449,212,768,0.0879,2.7539,0.1101,53.3555
20161008_234508,0,UCI487_laboratory,980,20.0,15.56,20.0,39.31,26.38,0.22448979591836735,220,760,0.08855,2.0446999999999997,0.0981,17.25425
20161008_234508,1,UCI487_laboratory,971,15.56,15.56,20.0,37.73,26.38,0.22760041194644695,221,750,0.0891,3.54285,0.0991,23.9762
20161008_234508,2,UCI487_laboratory,974,20.0,4.44,20.0,57.82,26.46,0.2268993839835729,221,753,0.0892,2.9476,0.0982,20.0232
20161008_234508,3,UCI487_laboratory,983,4.44,4.44,15.56,31.83,26.38,0.22482197355035605,221,762,0.0886,5.09615,0.1057,46.5435
20161008_234508,4,UCI487_laboratory,974,15.56,6.67,15.56,51.230199999999996,26.46,0.22484599589322382,219,755,0.0889,4.2445,0.0995,25.3932
20161008_234508,5,UCI487_laboratory,982,6.67,2.22,6.67,29.67,26.38,0.225050916496945,221,761,0.0893,7.0989,0.1041,42.5736
20161008_234508,6,UCI487_laboratory,977,2.22,2.22,11.11,48.7,26.42,0.2241555783009212,219,758,0.0883,9.2933,0.1092,55.22
20161008_234508,7,UCI487_laboratory,978,11.11,2.22,11.11,59.81,26.46,0.2249488752556237,220,758,0.0889,4.054399999999999,0.1017,33.4318
20161008_234508,8,UCI487_laboratory,972,2.22,2.22,13.33,61.79,26.46,0.22633744855967078,220,752,0.08785000000000001,3.0439,0.1091,52.3446
20161008_234508,9,UCI487_laboratory,976,13.33,4.44,13.33,51.77,26.42,0.2223360655737705,217,759,0.0883,1.8626,0.1001,27.2562
20161008_234508,10,UCI487_laboratory,975,4.44,4.44,6.67,25.8213,26.3534,0.22153846153846155,216,759,0.0884,3.4536,0.1059,48.2257
20161008_234508,11,UCI487_laboratory,973,6.67,0.0,6.67,51.77,26.42,0.2250770811921891,219,754,0.0889,4.8618,0.104,42.1236
20161008_234508,12,UCI487_laboratory,977,0.0,0.0,15.56,50.74,26.38,0.2262026612077789,221,756,0.0879,4.6270500000000006,0.1139,59.2824
20161008_234508,13,UCI487_laboratory,975,15.56,8.89,15.56,46.63,26.38,0.22564102564102564,220,755,0.0889,2.8436,0.09945,23.7481
20161008_234508,14,UCI487_laboratory,979,8.89,8.89,15.56,37.19,26.38,0.2236976506639428,219,760,0.0886,4.28725,0.1022,36.1896
20161008_234508,15,UCI487_laboratory,973,15.56,13.33,15.56,47.67,26.38,0.22713257965056527,221,752,0.0892,4.1156500000000005,0.0996,24.780099999999997
20161008_234508,16,UCI487_laboratory,975,13.33,13.33,15.56,32.37,26.34,0.22256410256410256,217,758,0.0891,5.6733,0.1002,28.4496
20161008_234508,17,UCI487_laboratory,974,15.56,8.89,15.56,57.31,26.38,0.22279260780287474,217,757,0.0892,4.9738,0.0998,26.6951
20161008_234508,18,UCI487_laboratory,974,8.89,8.89,11.11,31.83,26.3,0.22381930184804927,218,756,0.08915000000000001,5.85455,0.1026,38.6611
20161008_234508,19,UCI487_laboratory,978,11.11,0.0,11.11,47.66,26.34,0.2229038854805726,218,760,0.0892,6.5680499999999995,0.1013,33.1505
20161008_234508,20,UCI487_laboratory,972,0.0,0.0,15.56,51.25,26.38,0.2242798353909465,218,754,0.0881,6.39195,0.1143,64.5356
20161008_234508,21,UCI487_laboratory,976,15.56,15.56,17.78,41.41,26.3,0.22336065573770492,218,758,0.0888,3.8271,0.0997,24.1948
20161008_234508,22,UCI487_laboratory,983,17.78,11.11,17.78,47.66,26.34,0.22278738555442523,219,764,0.0893,3.7522,0.099,21.1864
20161008_234508,23,UCI487_laboratory,971,11.11,0.0,11.11,67.15,26.38,0.2255406797116375,219,752,0.0884,2.89445,0.1008,30.8118
20161008_234508,24,UCI487_laboratory,981,0.0,0.0,11.11,54.8,26.34,0.22324159021406728,219,762,0.0878,2.6426,0.1135,56.7773
20161008_234508,25,UCI487_laboratory,972,11.11,11.11,13.33,58.3,26.34,0.22530864197530864,219,753,0.0879,1.8295,0.1011,31.8103
20161008_234508,26,UCI487_laboratory,983,13.33,13.33,15.56,27.48,26.22,0.22380467955239064,220,763,0.08865,2.1541,0.10014999999999999,27.1697
20161008_234508,27,UCI487_laboratory,979,15.56,15.56,17.78,43.5,26.26,0.2226762002042901,218,761,0.0888,3.3198,0.09914999999999999,23.8952
20161008_234508,28,UCI487_laboratory,979,17.78,2.22,17.78,66.17,26.34,0.22676200204290092,222,757,0.0888,2.4001,0.0983,19.8145
20161008_234508,29,UCI487_laboratory,971,2.22,2.22,2.22,38.24,26.22,0.22142121524201855,215,756,0.0883,3.2488,0.1083,54.4724
20161008_234508,30,UCI487_laboratory,978,2.22,2.22,8.89,49.19,26.26,0.2249488752556237,220,758,0.08795,4.03335,0.1086,51.6712
20161008_234508,31,UCI487_laboratory,975,8.89,8.89,8.89,35.04,26.22,0.22564102564102564,220,755,0.0888,4.4723,0.10225000000000001,36.8637
20161008_234508,32,UCI487_laboratory,976,8.89,3.4049,8.89,65.68,26.3,0.22131147540983606,216,760,0.08835000000000001,3.5374499999999998,0.1018,34.1425
20161008_234508,33,UCI487_laboratory,975,0.0,0.0,13.4061,27.48,26.18,0.2235897435897436,218,757,0.08815,4.6324,0.1143,63.9786
20161008_234508,34,UCI487_laboratory,974,17.78,11.4035,17.78,29.66,26.22,0.22176591375770022,216,758,0.08945,6.7225,0.09895000000000001,21.3695
20161008_234508,35,UCI487_laboratory,978,4.44,4.44,9.0623,43.5,26.22,0.22188139059304704,217,761,0.0893,12.799,0.1058,49.1397
20161008_234508,36,UCI487_laboratory,979,11.11,11.11,11.11,50.21,26.22,0.2247191011235955,220,759,0.08915000000000001,7.2613,0.1016,33.1505
