trial,configuration,split,mode,source,method,sensor,threshold,control,false_events,false_file,pre_release_seeded_events,detected,detected_within_60_s,first_detection_s,delay_s,already_g2_at_release,invalid_seconds,g1_before_count,g1_after_count
158_Et_M_CO_H,M/CO/H,test,A,gas,cusum,,34.72269114462775,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
163_Et_H_Me_M,H/Me/M,test,A,gas,cusum,,34.72269114462775,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
164_Et_H_CO_n,H/CO/n,test,A,gas,cusum,,34.72269114462775,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
166_Et_H_CO_H,H/CO/H,test,A,gas,cusum,,34.72269114462775,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
169_Et_L_Me_M,L/Me/M,test,A,gas,cusum,,34.72269114462775,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
170_Et_M_CO_M,M/CO/M,test,A,gas,cusum,,34.72269114462775,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
176_Et_M_CO_n,M/CO/n,test,A,gas,cusum,,34.72269114462775,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
177_Et_n_Me_L,n/Me/L,test,A,gas,cusum,,34.72269114462775,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
006_Et_M_CO_M,M/CO/M,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
026_Et_M_CO_H,M/CO/H,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
031_Et_H_Me_M,H/Me/M,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
037_Et_L_Me_M,L/Me/M,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
044_Et_M_CO_n,M/CO/n,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
055_Et_H_Me_L,H/Me/L,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,3
056_Et_n_CO_M,n/CO/M,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
059_Et_M_Me_M,M/Me/M,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,2
064_Et_L_CO_L,L/CO/L,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
069_Et_H_Me_n,H/Me/n,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
077_Et_n_Me_L,n/Me/L,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
078_Et_n_CO_H,n/CO/H,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,1,93,33,0,0,0,6
080_Et_L_CO_n,L/CO/n,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,1,76,16,0,0,0,5
081_Et_n_Me_M,n/Me/M,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
086_Et_L_CO_M,L/CO/M,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
087_Et_M_Me_H,M/Me/H,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
098_Et_H_CO_n,H/CO/n,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,0,195,135,0,0,0,10
105_Et_L_Me_L,L/Me/L,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
113_Et_L_Me_n,L/Me/n,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
126_Et_H_CO_M,H/CO/M,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
131_Et_n_Me_H,n/Me/H,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
133_Et_L_Me_H,L/Me/H,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,1,68,8,0,0,0,15
134_Et_H_CO_H,H/CO/H,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,0,192,132,0,0,0,7
136_Et_L_CO_H,L/CO/H,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,0,224,164,0,0,0,3
140_Et_H_CO_L,H/CO/L,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
141_Et_M_Me_L,M/Me/L,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,1,106,46,0,0,0,7
149_Et_H_Me_H,H/Me/H,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,1,67,7,0,0,3,10
154_Et_M_CO_L,M/CO/L,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,0,166,106,0,0,0,7
161_Et_M_Me_n,M/Me/n,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,1,77,17,0,0,0,4
178_Et_n_CO_L,n/CO/L,validation,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
002_Et_H_CO_H,H/CO/H,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
007_Et_L_Me_L,L/Me/L,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
008_Et_H_CO_L,H/CO/L,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
009_Et_M_Me_L,M/Me/L,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
011_Et_n_Me_L,n/Me/L,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
012_Et_n_CO_H,n/CO/H,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,0,234,174,0,0,0,4
014_Et_L_CO_n,L/CO/n,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
019_Et_M_Me_H,M/Me/H,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
022_Et_M_CO_L,M/CO/L,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
027_Et_M_Me_M,M/Me/M,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
028_Et_H_CO_M,H/CO/M,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
033_Et_L_Me_H,L/Me/H,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
035_Et_H_Me_n,H/Me/n,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
036_Et_L_CO_H,L/CO/H,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
039_Et_L_Me_L,L/Me/L,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
041_Et_M_Me_L,M/Me/L,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
042_Et_L_CO_n,L/CO/n,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,0,126,66,0,0,1,18
043_Et_n_Me_M,n/Me/M,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
046_Et_n_CO_H,n/CO/H,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
051_Et_H_Me_H,H/Me/H,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,0,171,111,0,0,0,8
053_Et_M_Me_H,M/Me/H,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,0,156,96,0,0,0,7
054_Et_M_CO_L,M/CO/L,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
058_Et_M_CO_H,M/CO/H,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
061_Et_M_Me_n,M/Me/n,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
062_Et_n_CO_L,n/CO/L,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
070_Et_L_CO_H,L/CO/H,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
074_Et_H_CO_L,H/CO/L,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,1
079_Et_L_Me_n,L/Me/n,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
082_Et_L_CO_L,L/CO/L,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,0,215,155,0,0,0,7
083_Et_H_Me_H,H/Me/H,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
084_Et_L_CO_M,L/CO/M,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,0,140,80,0,0,0,14
090_Et_n_CO_M,n/CO/M,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
091_Et_n_Me_H,n/Me/H,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
094_Et_H_CO_M,H/CO/M,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,2
095_Et_M_Me_n,M/Me/n,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
099_Et_L_Me_H,L/Me/H,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
103_Et_L_Me_M,L/Me/M,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
109_Et_H_Me_L,H/Me/L,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
110_Et_M_CO_n,M/CO/n,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,0,203,143,0,0,0,8
116_Et_L_CO_L,L/CO/L,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,0,202,142,0,0,0,8
118_Et_L_CO_M,L/CO/M,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
125_Et_M_Me_M,M/Me/M,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,0,220,160,0,0,0,3
128_Et_n_CO_L,n/CO/L,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
129_Et_H_Me_M,H/Me/M,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,1,1,1,1,1,79,19,0,0,2,9
132_Et_H_CO_n,H/CO/n,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,0,229,169,0,0,0,6
135_Et_H_Me_n,H/Me/n,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,1,69,9,0,0,0,13
138_Et_M_CO_M,M/CO/M,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
145_Et_L_Me_n,L/Me/n,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,2,3
147_Et_n_Me_M,n/Me/M,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,5
155_Et_H_Me_L,H/Me/L,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,1,83,23,0,0,3,14
156_Et_n_CO_M,n/CO/M,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,1,100,40,0,0,0,6
157_Et_n_Me_H,n/Me/H,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,1,106,46,0,0,0,12
158_Et_M_CO_H,M/CO/H,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,0,135,75,0,0,0,3
163_Et_H_Me_M,H/Me/M,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,1,116,56,0,0,0,23
164_Et_H_CO_n,H/CO/n,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
166_Et_H_CO_H,H/CO/H,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
169_Et_L_Me_M,L/Me/M,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,12
170_Et_M_CO_M,M/CO/M,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,1,83,23,0,0,0,9
176_Et_M_CO_n,M/CO/n,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
177_Et_n_Me_L,n/Me/L,test,A,ambient,multi,,3.321239184294404,real_laboratory_data,0,0,0,1,0,189,129,0,0,0,6
006_Et_M_CO_M,M/CO/M,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
026_Et_M_CO_H,M/CO/H,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
031_Et_H_Me_M,H/Me/M,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
037_Et_L_Me_M,L/Me/M,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
044_Et_M_CO_n,M/CO/n,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
055_Et_H_Me_L,H/Me/L,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
056_Et_n_CO_M,n/CO/M,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
059_Et_M_Me_M,M/Me/M,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
064_Et_L_CO_L,L/CO/L,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
069_Et_H_Me_n,H/Me/n,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
077_Et_n_Me_L,n/Me/L,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
078_Et_n_CO_H,n/CO/H,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,0,124,64,0,0,0,1
080_Et_L_CO_n,L/CO/n,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,1,103,43,0,0,0,1
081_Et_n_Me_M,n/Me/M,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
086_Et_L_CO_M,L/CO/M,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
087_Et_M_Me_H,M/Me/H,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
098_Et_H_CO_n,H/CO/n,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,0,221,161,0,0,0,3
105_Et_L_Me_L,L/Me/L,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
113_Et_L_Me_n,L/Me/n,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
126_Et_H_CO_M,H/CO/M,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
131_Et_n_Me_H,n/Me/H,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
133_Et_L_Me_H,L/Me/H,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,2
134_Et_H_CO_H,H/CO/H,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,0,217,157,0,0,0,5
136_Et_L_CO_H,L/CO/H,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,0,237,177,0,0,0,1
140_Et_H_CO_L,H/CO/L,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
141_Et_M_Me_L,M/Me/L,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,1,111,51,0,0,0,3
149_Et_H_Me_H,H/Me/H,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,1,69,9,0,0,0,4
154_Et_M_CO_L,M/CO/L,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,0,194,134,0,0,0,1
161_Et_M_Me_n,M/Me/n,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
178_Et_n_CO_L,n/CO/L,validation,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
002_Et_H_CO_H,H/CO/H,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
007_Et_L_Me_L,L/Me/L,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
008_Et_H_CO_L,H/CO/L,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
009_Et_M_Me_L,M/Me/L,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
011_Et_n_Me_L,n/Me/L,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
012_Et_n_CO_H,n/CO/H,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
014_Et_L_CO_n,L/CO/n,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
019_Et_M_Me_H,M/Me/H,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
022_Et_M_CO_L,M/CO/L,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
027_Et_M_Me_M,M/Me/M,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
028_Et_H_CO_M,H/CO/M,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
033_Et_L_Me_H,L/Me/H,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
035_Et_H_Me_n,H/Me/n,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
036_Et_L_CO_H,L/CO/H,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
039_Et_L_Me_L,L/Me/L,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
041_Et_M_Me_L,M/Me/L,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
042_Et_L_CO_n,L/CO/n,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,0,143,83,0,0,0,5
043_Et_n_Me_M,n/Me/M,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
046_Et_n_CO_H,n/CO/H,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
051_Et_H_Me_H,H/Me/H,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,0,210,150,0,0,0,1
053_Et_M_Me_H,M/Me/H,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,0,200,140,0,0,0,1
054_Et_M_CO_L,M/CO/L,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
058_Et_M_CO_H,M/CO/H,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
061_Et_M_Me_n,M/Me/n,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
062_Et_n_CO_L,n/CO/L,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
070_Et_L_CO_H,L/CO/H,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
074_Et_H_CO_L,H/CO/L,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
079_Et_L_Me_n,L/Me/n,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
082_Et_L_CO_L,L/CO/L,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
083_Et_H_Me_H,H/Me/H,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
084_Et_L_CO_M,L/CO/M,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,0,176,116,0,0,0,4
090_Et_n_CO_M,n/CO/M,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
091_Et_n_Me_H,n/Me/H,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
094_Et_H_CO_M,H/CO/M,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
095_Et_M_Me_n,M/Me/n,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
099_Et_L_Me_H,L/Me/H,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
103_Et_L_Me_M,L/Me/M,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
109_Et_H_Me_L,H/Me/L,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
110_Et_M_CO_n,M/CO/n,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,0,218,158,0,0,0,2
116_Et_L_CO_L,L/CO/L,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,0,212,152,0,0,0,3
118_Et_L_CO_M,L/CO/M,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
125_Et_M_Me_M,M/Me/M,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,0,224,164,0,0,0,1
128_Et_n_CO_L,n/CO/L,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
129_Et_H_Me_M,H/Me/M,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,1,1,0,154,94,0,0,1,4
132_Et_H_CO_n,H/CO/n,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
135_Et_H_Me_n,H/Me/n,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,1,73,13,0,0,0,5
138_Et_M_CO_M,M/CO/M,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
145_Et_L_Me_n,L/Me/n,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
147_Et_n_Me_M,n/Me/M,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
155_Et_H_Me_L,H/Me/L,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,0,153,93,0,0,0,1
156_Et_n_CO_M,n/CO/M,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,1,117,57,0,0,0,1
157_Et_n_Me_H,n/Me/H,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,1,113,53,0,0,0,2
158_Et_M_CO_H,M/CO/H,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,0,148,88,0,0,0,1
163_Et_H_Me_M,H/Me/M,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,0,180,120,0,0,0,6
164_Et_H_CO_n,H/CO/n,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
166_Et_H_CO_H,H/CO/H,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
169_Et_L_Me_M,L/Me/M,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
170_Et_M_CO_M,M/CO/M,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,0,131,71,0,0,0,1
176_Et_M_CO_n,M/CO/n,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
177_Et_n_Me_L,n/Me/L,test,A,ambient,ewma,,3.6824849395640595,real_laboratory_data,0,0,0,1,0,193,133,0,0,0,4
006_Et_M_CO_M,M/CO/M,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
026_Et_M_CO_H,M/CO/H,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
031_Et_H_Me_M,H/Me/M,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
037_Et_L_Me_M,L/Me/M,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,238,178,0,0,0,1
044_Et_M_CO_n,M/CO/n,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
055_Et_H_Me_L,H/Me/L,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,133,73,0,0,0,1
056_Et_n_CO_M,n/CO/M,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
059_Et_M_Me_M,M/Me/M,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,0,124,64,0,0,0,1
064_Et_L_CO_L,L/CO/L,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,1,1,81,21,0,0,0,1
069_Et_H_Me_n,H/Me/n,validation,A,ambient,cusum,,61.015510812434705,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
